1804,"['unit4/rgb1/frame_14-37-55.819763.jpg', 'unit4/rgb1/frame_14-37-55.903098.jpg', 'unit4/rgb1/frame_14-37-56.003100.jpg', 'unit4/rgb1/frame_14-37-56.086435.jpg', 'unit4/rgb1/frame_14-37-56.186437.jpg']",144,"[0.7278645833333334, 0.513888888888889]","[0.7231770833333333, 0.5148148148148148]","[0.7169270833333333, 0.5148148148148148]","[0.71171875, 0.5152777777777777]","[0.7049479166666667, 0.5157407407407407]"
573,"['unit4/rgb1/frame_14-18-59.630219.jpg', 'unit4/rgb1/frame_14-18-59.730221.jpg', 'unit4/rgb1/frame_14-18-59.813556.jpg', 'unit4/rgb1/frame_14-18-59.913558.jpg', 'unit4/rgb1/frame_14-18-59.996893.jpg']",146,"[0.5247395833333334, 0.6435185185185186]","[0.5653645833333333, 0.625925925925926]","[0.5950520833333333, 0.6171296296296296]","[0.6247395833333333, 0.6074074074074074]","[0.6466145833333333, 0.5976851851851852]"
2233,"['unit4/rgb1/frame_14-42-19.091695.jpg', 'unit4/rgb1/frame_14-42-19.175030.jpg', 'unit4/rgb1/frame_14-42-19.275032.jpg', 'unit4/rgb1/frame_14-42-19.358367.jpg', 'unit4/rgb1/frame_14-42-19.458369.jpg']",139,"[0.8606770833333333, 0.5111111111111111]","[0.86171875, 0.5106481481481482]","[0.8622395833333333, 0.5106481481481482]","[0.8627604166666667, 0.5097222222222222]","[0.8638020833333333, 0.5092592592592593]"
46,"['unit4/rgb1/frame_14-04-09.729021.jpg', 'unit4/rgb1/frame_14-04-09.812356.jpg', 'unit4/rgb1/frame_14-04-09.912358.jpg', 'unit4/rgb1/frame_14-04-09.995693.jpg', 'unit4/rgb1/frame_14-04-10.095695.jpg']",141,"[0.83828125, 0.5199074074074075]","[0.8393229166666667, 0.5189814814814815]","[0.8419270833333333, 0.5189814814814815]","[0.8424479166666666, 0.5180555555555555]","[0.8450520833333333, 0.5180555555555555]"
712,"['unit4/rgb1/frame_14-20-49.365747.jpg', 'unit4/rgb1/frame_14-20-49.449082.jpg', 'unit4/rgb1/frame_14-20-49.549084.jpg', 'unit4/rgb1/frame_14-20-49.632419.jpg', 'unit4/rgb1/frame_14-20-49.732421.jpg']",146,"[0.58515625, 0.6050925925925926]","[0.6080729166666666, 0.5981481481481481]","[0.6330729166666667, 0.5902777777777778]","[0.6515625, 0.5824074074074074]","[0.6700520833333333, 0.5745370370370371]"
1684,"['unit4/rgb1/frame_14-35-40.267052.jpg', 'unit4/rgb1/frame_14-35-40.367054.jpg', 'unit4/rgb1/frame_14-35-40.450389.jpg', 'unit4/rgb1/frame_14-35-40.550391.jpg', 'unit4/rgb1/frame_14-35-40.633726.jpg']",146,"[0.6888020833333333, 0.5740740740740741]","[0.7018229166666667, 0.5680555555555555]","[0.71171875, 0.562962962962963]","[0.7221354166666667, 0.5601851851851851]","[0.7299479166666667, 0.5574074074074074]"
1585,"['unit4/rgb1/frame_14-34-19.915358.jpg', 'unit4/rgb1/frame_14-34-19.998693.jpg', 'unit4/rgb1/frame_14-34-20.098695.jpg', 'unit4/rgb1/frame_14-34-20.182030.jpg', 'unit4/rgb1/frame_14-34-20.265365.jpg']",138,"[0.8533854166666667, 0.5148148148148148]","[0.85546875, 0.5106481481481482]","[0.8565104166666666, 0.5087962962962963]","[0.8580729166666666, 0.5078703703703704]","[0.85859375, 0.5138888888888888]"
1532,"['unit4/rgb1/frame_14-34-14.815256.jpg', 'unit4/rgb1/frame_14-34-14.998593.jpg', 'unit4/rgb1/frame_14-34-15.098595.jpg', 'unit4/rgb1/frame_14-34-15.181930.jpg', 'unit4/rgb1/frame_14-34-15.265265.jpg']",146,"[0.6106770833333333, 0.5166666666666667]","[0.58671875, 0.5189814814814815]","[0.5716145833333333, 0.5189814814814815]","[0.5591145833333333, 0.5199074074074074]","[0.5549479166666667, 0.5180555555555556]"
1962,"['unit4/rgb1/frame_14-39-46.821983.jpg', 'unit4/rgb1/frame_14-39-46.905318.jpg', 'unit4/rgb1/frame_14-39-47.005320.jpg', 'unit4/rgb1/frame_14-39-47.088655.jpg', 'unit4/rgb1/frame_14-39-47.188657.jpg']",138,"[0.86015625, 0.5115740740740741]","[0.8606770833333333, 0.5111111111111111]","[0.8622395833333334, 0.5106481481481482]","[0.8627604166666667, 0.5101851851851852]","[0.8638020833333333, 0.5097222222222222]"
1156,"['unit4/rgb1/frame_14-25-04.904258.jpg', 'unit4/rgb1/frame_14-25-05.004260.jpg', 'unit4/rgb1/frame_14-25-05.087595.jpg', 'unit4/rgb1/frame_14-25-05.187597.jpg', 'unit4/rgb1/frame_14-25-05.270932.jpg']",139,"[0.8518229166666667, 0.5152777777777777]","[0.8528645833333333, 0.5152777777777777]","[0.8539062500000001, 0.513425925925926]","[0.8559895833333333, 0.5092592592592593]","[0.8565104166666666, 0.5101851851851852]"
768,"['unit4/rgb1/frame_14-20-54.449182.jpg', 'unit4/rgb1/frame_14-20-54.549184.jpg', 'unit4/rgb1/frame_14-20-54.632519.jpg', 'unit4/rgb1/frame_14-20-54.732521.jpg', 'unit4/rgb1/frame_14-20-54.815856.jpg']",135,"[0.8674479166666667, 0.5074074074074074]","[0.8684895833333333, 0.5074074074074074]","[0.8684895833333333, 0.5078703703703704]","[0.8690104166666667, 0.5083333333333333]","[0.8695312500000001, 0.5069444444444444]"
1378,"['unit4/rgb1/frame_14-29-42.359807.jpg', 'unit4/rgb1/frame_14-29-42.459809.jpg', 'unit4/rgb1/frame_14-29-42.543144.jpg', 'unit4/rgb1/frame_14-29-42.643146.jpg', 'unit4/rgb1/frame_14-29-42.726481.jpg']",143,"[0.8575520833333333, 0.4976851851851851]","[0.8575520833333333, 0.4976851851851851]","[0.85703125, 0.4976851851851851]","[0.85703125, 0.4976851851851851]","[0.85703125, 0.4981481481481481]"
2064,"['unit4/rgb1/frame_14-41-00.906798.jpg', 'unit4/rgb1/frame_14-41-01.006800.jpg', 'unit4/rgb1/frame_14-41-01.090135.jpg', 'unit4/rgb1/frame_14-41-01.190137.jpg', 'unit4/rgb1/frame_14-41-01.273472.jpg']",144,"[0.7794270833333334, 0.537962962962963]","[0.78515625, 0.537037037037037]","[0.7893229166666667, 0.5356481481481481]","[0.7945312499999999, 0.5337962962962963]","[0.7981770833333333, 0.5314814814814814]"
1837,"['unit4/rgb1/frame_14-38-19.186897.jpg', 'unit4/rgb1/frame_14-38-19.270232.jpg', 'unit4/rgb1/frame_14-38-19.370234.jpg', 'unit4/rgb1/frame_14-38-19.453569.jpg', 'unit4/rgb1/frame_14-38-19.553571.jpg']",146,"[0.5559895833333333, 0.6180555555555556]","[0.5825520833333333, 0.6092592592592592]","[0.6096354166666667, 0.6009259259259259]","[0.6299479166666666, 0.5939814814814814]","[0.6513020833333333, 0.5856481481481481]"
845,"['unit4/rgb1/frame_14-21-49.183677.jpg', 'unit4/rgb1/frame_14-21-49.267012.jpg', 'unit4/rgb1/frame_14-21-49.367014.jpg', 'unit4/rgb1/frame_14-21-49.450349.jpg', 'unit4/rgb1/frame_14-21-49.550351.jpg']",145,"[0.75234375, 0.5106481481481482]","[0.7497395833333333, 0.5115740740740741]","[0.7466145833333333, 0.5125]","[0.7434895833333334, 0.5125]","[0.7393229166666666, 0.5120370370370371]"
326,"['unit4/rgb1/frame_14-14-10.541104.jpg', 'unit4/rgb1/frame_14-14-10.641106.jpg', 'unit4/rgb1/frame_14-14-10.724441.jpg', 'unit4/rgb1/frame_14-14-10.824443.jpg', 'unit4/rgb1/frame_14-14-10.907778.jpg']",146,"[0.43880208333333337, 0.6694444444444444]","[0.46953125, 0.6513888888888889]","[0.5065104166666666, 0.637962962962963]","[0.5466145833333333, 0.6222222222222222]","[0.57578125, 0.612037037037037]"
1163,"['unit4/rgb1/frame_14-25-05.537604.jpg', 'unit4/rgb1/frame_14-25-05.637606.jpg', 'unit4/rgb1/frame_14-25-05.720941.jpg', 'unit4/rgb1/frame_14-25-05.820943.jpg', 'unit4/rgb1/frame_14-25-05.904278.jpg']",136,"[0.8596354166666667, 0.5101851851851852]","[0.8606770833333333, 0.5111111111111111]","[0.8617187500000001, 0.5078703703703704]","[0.8627604166666667, 0.5106481481481482]","[0.86328125, 0.5097222222222222]"
1920,"['unit4/rgb1/frame_14-39-42.821903.jpg', 'unit4/rgb1/frame_14-39-42.905238.jpg', 'unit4/rgb1/frame_14-39-43.005240.jpg', 'unit4/rgb1/frame_14-39-43.088575.jpg', 'unit4/rgb1/frame_14-39-43.188577.jpg']",144,"[0.63671875, 0.5907407407407408]","[0.65390625, 0.5842592592592593]","[0.67265625, 0.5782407407407408]","[0.68671875, 0.5722222222222222]","[0.7013020833333333, 0.5666666666666667]"
214,"['unit4/rgb1/frame_14-12-41.822663.jpg', 'unit4/rgb1/frame_14-12-41.905998.jpg', 'unit4/rgb1/frame_14-12-42.006000.jpg', 'unit4/rgb1/frame_14-12-42.089335.jpg', 'unit4/rgb1/frame_14-12-42.189337.jpg']",144,"[0.7914062500000001, 0.5384259259259259]","[0.7955729166666666, 0.5365740740740741]","[0.8002604166666667, 0.5356481481481481]","[0.80390625, 0.5342592592592592]","[0.8080729166666667, 0.5328703703703703]"
281,"['unit4/rgb1/frame_14-13-43.090555.jpg', 'unit4/rgb1/frame_14-13-43.173890.jpg', 'unit4/rgb1/frame_14-13-43.273892.jpg', 'unit4/rgb1/frame_14-13-43.357227.jpg', 'unit4/rgb1/frame_14-13-43.457229.jpg']",139,"[0.8184895833333333, 0.5060185185185185]","[0.8174479166666666, 0.5060185185185185]","[0.8158854166666667, 0.5064814814814815]","[0.81484375, 0.5041666666666667]","[0.8127604166666667, 0.5064814814814815]"
1328,"['unit4/rgb1/frame_14-28-52.275472.jpg', 'unit4/rgb1/frame_14-28-52.458809.jpg', 'unit4/rgb1/frame_14-28-52.542144.jpg', 'unit4/rgb1/frame_14-28-52.642146.jpg', 'unit4/rgb1/frame_14-28-52.725481.jpg']",140,"[0.8450520833333333, 0.5185185185185186]","[0.84921875, 0.5162037037037037]","[0.85078125, 0.5162037037037037]","[0.8518229166666667, 0.5157407407407407]","[0.8528645833333334, 0.5148148148148148]"
1402,"['unit4/rgb1/frame_14-29-58.460129.jpg', 'unit4/rgb1/frame_14-29-58.543464.jpg', 'unit4/rgb1/frame_14-29-58.643466.jpg', 'unit4/rgb1/frame_14-29-58.726801.jpg', 'unit4/rgb1/frame_14-29-58.810136.jpg']",146,"[0.7986979166666667, 0.5050925925925926]","[0.8023437499999999, 0.5050925925925926]","[0.8049479166666667, 0.5055555555555555]","[0.8080729166666667, 0.5064814814814815]","[0.81015625, 0.5064814814814815]"
1644,"['unit4/rgb1/frame_14-35-21.366587.jpg', 'unit4/rgb1/frame_14-35-21.450009.jpg', 'unit4/rgb1/frame_14-35-21.549924.jpg', 'unit4/rgb1/frame_14-35-21.633346.jpg', 'unit4/rgb1/frame_14-35-21.733261.jpg']",143,"[0.8773437500000001, 0.5]","[0.8778645833333334, 0.4990740740740741]","[0.8773437500000001, 0.5]","[0.8773437500000001, 0.5]","[0.87734375, 0.499537037037037]"
1974,"['unit4/rgb1/frame_14-39-47.905338.jpg', 'unit4/rgb1/frame_14-39-48.005340.jpg', 'unit4/rgb1/frame_14-39-48.088675.jpg', 'unit4/rgb1/frame_14-39-48.188677.jpg', 'unit4/rgb1/frame_14-39-48.272012.jpg']",134,"[0.8690104166666667, 0.5074074074074074]","[0.8695312500000001, 0.5074074074074074]","[0.8700520833333334, 0.5069444444444444]","[0.8705729166666667, 0.5064814814814815]","[0.8705729166666667, 0.5064814814814815]"
475,"['unit4/rgb1/frame_14-17-08.911338.jpg', 'unit4/rgb1/frame_14-17-08.994673.jpg', 'unit4/rgb1/frame_14-17-09.094675.jpg', 'unit4/rgb1/frame_14-17-09.178010.jpg', 'unit4/rgb1/frame_14-17-09.278012.jpg']",133,"[0.8263020833333333, 0.5027777777777778]","[0.8252604166666666, 0.5032407407407408]","[0.82421875, 0.5032407407407408]","[0.82265625, 0.5037037037037037]","[0.82109375, 0.5037037037037037]"
858,"['unit4/rgb1/frame_14-21-50.367034.jpg', 'unit4/rgb1/frame_14-21-50.550371.jpg', 'unit4/rgb1/frame_14-21-50.633706.jpg', 'unit4/rgb1/frame_14-21-50.733708.jpg', 'unit4/rgb1/frame_14-21-50.817043.jpg']",146,"[0.70078125, 0.5157407407407407]","[0.6893229166666667, 0.5166666666666666]","[0.68359375, 0.5171296296296296]","[0.6763020833333333, 0.5180555555555555]","[0.6703125000000001, 0.5189814814814815]"
761,"['unit4/rgb1/frame_14-20-53.815836.jpg', 'unit4/rgb1/frame_14-20-53.915838.jpg', 'unit4/rgb1/frame_14-20-53.999173.jpg', 'unit4/rgb1/frame_14-20-54.099175.jpg', 'unit4/rgb1/frame_14-20-54.182510.jpg']",139,"[0.8627604166666667, 0.5097222222222222]","[0.8638020833333333, 0.5092592592592593]","[0.8643229166666666, 0.5092592592592593]","[0.8653645833333333, 0.5097222222222222]","[0.8658854166666667, 0.5097222222222222]"
701,"['unit4/rgb1/frame_14-20-34.632119.jpg', 'unit4/rgb1/frame_14-20-34.732121.jpg', 'unit4/rgb1/frame_14-20-34.815456.jpg', 'unit4/rgb1/frame_14-20-34.998793.jpg', 'unit4/rgb1/frame_14-20-35.098795.jpg']",146,"[0.6643229166666667, 0.5175925925925926]","[0.6549479166666667, 0.5185185185185185]","[0.6460937499999999, 0.5194444444444444]","[0.6252604166666667, 0.5212962962962964]","[0.6127604166666667, 0.5222222222222223]"
1308,"['unit4/rgb1/frame_14-28-50.458769.jpg', 'unit4/rgb1/frame_14-28-50.542104.jpg', 'unit4/rgb1/frame_14-28-50.642106.jpg', 'unit4/rgb1/frame_14-28-50.725441.jpg', 'unit4/rgb1/frame_14-28-50.825443.jpg']",144,"[0.7565104166666667, 0.5476851851851852]","[0.7643229166666667, 0.5462962962962963]","[0.7731770833333333, 0.5430555555555555]","[0.7794270833333334, 0.5407407407407407]","[0.78671875, 0.5388888888888889]"
630,"['unit4/rgb1/frame_14-19-04.813656.jpg', 'unit4/rgb1/frame_14-19-04.913658.jpg', 'unit4/rgb1/frame_14-19-04.996993.jpg', 'unit4/rgb1/frame_14-19-05.096995.jpg', 'unit4/rgb1/frame_14-19-05.180330.jpg']",135,"[0.86796875, 0.5069444444444444]","[0.86796875, 0.5069444444444444]","[0.8690104166666667, 0.5074074074074074]","[0.86953125, 0.5078703703703704]","[0.8695312500000001, 0.5069444444444444]"
204,"['unit4/rgb1/frame_14-12-40.905978.jpg', 'unit4/rgb1/frame_14-12-41.005980.jpg', 'unit4/rgb1/frame_14-12-41.089315.jpg', 'unit4/rgb1/frame_14-12-41.189317.jpg', 'unit4/rgb1/frame_14-12-41.272652.jpg']",145,"[0.8044270833333333, 0.5069444444444444]","[0.8096354166666667, 0.5069444444444444]","[0.8122395833333333, 0.5069444444444444]","[0.8153645833333334, 0.5064814814814815]","[0.81796875, 0.5064814814814815]"
1141,"['unit4/rgb1/frame_14-25-03.537564.jpg', 'unit4/rgb1/frame_14-25-03.637566.jpg', 'unit4/rgb1/frame_14-25-03.720901.jpg', 'unit4/rgb1/frame_14-25-03.820903.jpg', 'unit4/rgb1/frame_14-25-03.904238.jpg']",143,"[0.8226562500000001, 0.5273148148148148]","[0.82578125, 0.5277777777777778]","[0.8278645833333333, 0.5268518518518519]","[0.8309895833333334, 0.525]","[0.8325520833333333, 0.5240740740740741]"
1860,"['unit4/rgb1/frame_14-38-21.270272.jpg', 'unit4/rgb1/frame_14-38-21.370274.jpg', 'unit4/rgb1/frame_14-38-21.453609.jpg', 'unit4/rgb1/frame_14-38-21.553611.jpg', 'unit4/rgb1/frame_14-38-21.636946.jpg']",144,"[0.8111979166666667, 0.5296296296296297]","[0.8153645833333334, 0.5291666666666667]","[0.8184895833333333, 0.5282407407407408]","[0.8221354166666667, 0.5268518518518518]","[0.8252604166666666, 0.525462962962963]"
1909,"['unit4/rgb1/frame_14-39-41.821883.jpg', 'unit4/rgb1/frame_14-39-41.905218.jpg', 'unit4/rgb1/frame_14-39-42.005220.jpg', 'unit4/rgb1/frame_14-39-42.088555.jpg', 'unit4/rgb1/frame_14-39-42.188557.jpg']",146,"[0.28203125, 0.724537037037037]","[0.3268229166666667, 0.7259259259259259]","[0.3690104166666667, 0.7083333333333334]","[0.40651041666666665, 0.6921296296296297]","[0.43385416666666665, 0.6699074074074074]"
1381,"['unit4/rgb1/frame_14-29-42.643146.jpg', 'unit4/rgb1/frame_14-29-42.726481.jpg', 'unit4/rgb1/frame_14-29-42.826483.jpg', 'unit4/rgb1/frame_14-29-42.909818.jpg', 'unit4/rgb1/frame_14-29-42.993153.jpg']",144,"[0.85703125, 0.4976851851851851]","[0.85703125, 0.4981481481481481]","[0.85703125, 0.4981481481481481]","[0.8565104166666666, 0.49768518518518523]","[0.8565104166666666, 0.4976851851851851]"
637,"['unit4/rgb1/frame_14-19-05.447002.jpg', 'unit4/rgb1/frame_14-19-05.547004.jpg', 'unit4/rgb1/frame_14-19-05.630339.jpg', 'unit4/rgb1/frame_14-19-05.730341.jpg', 'unit4/rgb1/frame_14-19-05.813676.jpg']",132,"[0.8700520833333334, 0.5074074074074074]","[0.8705729166666667, 0.5055555555555555]","[0.87109375, 0.5060185185185185]","[0.87109375, 0.5050925925925926]","[0.8716145833333333, 0.5050925925925926]"
478,"['unit4/rgb1/frame_14-17-09.178010.jpg', 'unit4/rgb1/frame_14-17-09.278012.jpg', 'unit4/rgb1/frame_14-17-09.361347.jpg', 'unit4/rgb1/frame_14-17-09.461349.jpg', 'unit4/rgb1/frame_14-17-09.544684.jpg']",136,"[0.82265625, 0.5037037037037037]","[0.82109375, 0.5037037037037037]","[0.8200520833333333, 0.5041666666666667]","[0.81796875, 0.5041666666666667]","[0.8169270833333333, 0.5050925925925926]"
1398,"['unit4/rgb1/frame_14-29-44.176510.jpg', 'unit4/rgb1/frame_14-29-44.276512.jpg', 'unit4/rgb1/frame_14-29-44.459849.jpg', 'unit4/rgb1/frame_14-29-44.543184.jpg', 'unit4/rgb1/frame_14-29-44.726521.jpg']",146,"[0.7096354166666667, 0.5157407407407407]","[0.70234375, 0.5166666666666667]","[0.6872395833333333, 0.5166666666666666]","[0.67890625, 0.5171296296296296]","[0.66015625, 0.5203703703703704]"
1822,"['unit4/rgb1/frame_14-38-17.720201.jpg', 'unit4/rgb1/frame_14-38-17.820203.jpg', 'unit4/rgb1/frame_14-38-17.903538.jpg', 'unit4/rgb1/frame_14-38-18.003540.jpg', 'unit4/rgb1/frame_14-38-18.086875.jpg']",146,"[0.8778645833333334, 0.500462962962963]","[0.8783854166666667, 0.500462962962963]","[0.8783854166666667, 0.5]","[0.8783854166666667, 0.5]","[0.8783854166666667, 0.5]"
1372,"['unit4/rgb1/frame_14-29-41.643126.jpg', 'unit4/rgb1/frame_14-29-41.726461.jpg', 'unit4/rgb1/frame_14-29-41.826463.jpg', 'unit4/rgb1/frame_14-29-41.909798.jpg', 'unit4/rgb1/frame_14-29-42.176470.jpg']",140,"[0.8580729166666667, 0.4976851851851851]","[0.8580729166666667, 0.4981481481481481]","[0.8580729166666667, 0.4986111111111111]","[0.8580729166666667, 0.4981481481481481]","[0.8575520833333333, 0.49722222222222223]"
320,"['unit4/rgb1/frame_14-13-46.640626.jpg', 'unit4/rgb1/frame_14-13-46.723961.jpg', 'unit4/rgb1/frame_14-13-46.823963.jpg', 'unit4/rgb1/frame_14-13-46.907298.jpg', 'unit4/rgb1/frame_14-13-47.273972.jpg']",146,"[0.6752604166666667, 0.5185185185185186]","[0.6674479166666667, 0.5189814814814815]","[0.6575520833333333, 0.5199074074074074]","[0.6481770833333333, 0.5203703703703704]","[0.60078125, 0.525]"
313,"['unit4/rgb1/frame_14-13-46.007280.jpg', 'unit4/rgb1/frame_14-13-46.090615.jpg', 'unit4/rgb1/frame_14-13-46.173950.jpg', 'unit4/rgb1/frame_14-13-46.273952.jpg', 'unit4/rgb1/frame_14-13-46.357287.jpg']",146,"[0.7236979166666666, 0.5148148148148148]","[0.7184895833333333, 0.5152777777777777]","[0.7127604166666666, 0.5152777777777778]","[0.7059895833333333, 0.5162037037037037]","[0.69921875, 0.5166666666666667]"
515,"['unit4/rgb1/frame_14-17-12.544744.jpg', 'unit4/rgb1/frame_14-17-12.628079.jpg', 'unit4/rgb1/frame_14-17-12.728081.jpg', 'unit4/rgb1/frame_14-17-12.811416.jpg', 'unit4/rgb1/frame_14-17-12.911418.jpg']",146,"[0.6971354166666667, 0.5162037037037037]","[0.6898437500000001, 0.5166666666666666]","[0.68046875, 0.5175925925925926]","[0.6716145833333333, 0.5175925925925926]","[0.6606770833333333, 0.5189814814814815]"
1390,"['unit4/rgb1/frame_14-29-43.459829.jpg', 'unit4/rgb1/frame_14-29-43.543164.jpg', 'unit4/rgb1/frame_14-29-43.643166.jpg', 'unit4/rgb1/frame_14-29-43.726501.jpg', 'unit4/rgb1/frame_14-29-43.826503.jpg']",144,"[0.7518229166666667, 0.5111111111111111]","[0.7481770833333333, 0.5115740740740741]","[0.74296875, 0.5120370370370371]","[0.73828125, 0.513425925925926]","[0.7325520833333333, 0.513425925925926]"
1606,"['unit4/rgb1/frame_14-34-21.815396.jpg', 'unit4/rgb1/frame_14-34-21.915398.jpg', 'unit4/rgb1/frame_14-34-21.998733.jpg', 'unit4/rgb1/frame_14-34-22.098735.jpg', 'unit4/rgb1/frame_14-34-22.182070.jpg']",132,"[0.8700520833333334, 0.5078703703703704]","[0.8705729166666667, 0.5083333333333333]","[0.8705729166666667, 0.5078703703703704]","[0.8716145833333333, 0.5074074074074074]","[0.8716145833333333, 0.5069444444444444]"
1889,"['unit4/rgb1/frame_14-38-23.903658.jpg', 'unit4/rgb1/frame_14-38-24.003660.jpg', 'unit4/rgb1/frame_14-38-24.086995.jpg', 'unit4/rgb1/frame_14-38-24.186997.jpg', 'unit4/rgb1/frame_14-38-24.270332.jpg']",137,"[0.8648437499999999, 0.5106481481481482]","[0.8658854166666667, 0.5101851851851852]","[0.8669270833333333, 0.5101851851851852]","[0.86796875, 0.5097222222222222]","[0.86796875, 0.5092592592592593]"
2249,"['unit4/rgb1/frame_14-42-20.541724.jpg', 'unit4/rgb1/frame_14-42-20.641726.jpg', 'unit4/rgb1/frame_14-42-20.725061.jpg', 'unit4/rgb1/frame_14-42-20.825063.jpg', 'unit4/rgb1/frame_14-42-20.908398.jpg']",134,"[0.8700520833333334, 0.5064814814814815]","[0.8705729166666667, 0.5064814814814815]","[0.8705729166666667, 0.5064814814814815]","[0.87109375, 0.5064814814814815]","[0.87109375, 0.5055555555555555]"
